id,name,address,street,city,state,postalcode,country,admin_id,tech_id,abuse_id,mnt_id,email,domain,created,updated,source,raw
C01374570,United Stucco Associates & Supply,,325 Phillipi Rd,Columbus,OH,43228,US,,,,,,,2006-06-12,2017-07-11,arin,OrgID:          C01374570\nOrgName:        United Stucco Associates & Supply\nCanAllocate:    \nStreet:         325 Phillipi Rd\nCity:           Columbus\nState/Prov:     OH\nCountry:        US\nPostalCode:     43228\nRegDate:        2006-06-12\nUpdated:        2017-07-11\nSource:         ARIN\n
C08202001,Private Customer - AT&T Internet Services,,Private Residence,Richardson,TX,75082,US,,,,,,,2022-02-23,2022-02-23,arin,OrgID:          C08202001\nOrgName:        Private Customer - AT&T Internet Services\nCanAllocate:    \nStreet:         Private Residence\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75082\nRegDate:        2022-02-23\nUpdated:        2022-02-23\nSource:         ARIN\n
C05720919,MORRIS SCHOOL DISTRICT-MRESC,,31 HAZEL ST,MORRISTOWN,NJ,07960,US,,,,,,,2015-05-11,2015-05-11,arin,OrgID:          C05720919\nOrgName:        MORRIS SCHOOL DISTRICT-MRESC\nCanAllocate:    \nStreet:         31 HAZEL ST\nCity:           MORRISTOWN\nState/Prov:     NJ\nCountry:        US\nPostalCode:     07960\nComment:        None\nRegDate:        2015-05-11\nUpdated:        2015-05-11\nSource:         ARIN\n
MKPA,MKPA,,333 South Street,Shrewsbury,MA,05145,US,KP285-ARIN,KP285-ARIN,KP285-ARIN,,,net-resource.com,2000-07-26,2011-09-24,arin,OrgID:          MKPA\nOrgName:        MKPA\nCanAllocate:    \nStreet:         333 South Street\nCity:           Shrewsbury\nState/Prov:     MA\nCountry:        US\nPostalCode:     05145\nRegDate:        2000-07-26\nUpdated:        2011-09-24\nOrgAdminHandle: KP285-ARIN\nOrgTechHandle:  KP285-ARIN\nOrgAbuseHandle: KP285-ARIN\nSource:         ARIN\n\n\nPOCHandle:      KP285-ARIN\nIsRole:         N\nLastName:       Powers\nFirstName:      Kevin\nStreet:         MKPA\nStreet:         333 South Street\nCity:           Shrewsbury\nState/Prov:     MA\nCountry:        US\nPostalCode:     05145\nRegDate:        2000-07-26\nUpdated:        2000-07-26\nOfficePhone:    +1-508-770-3367\nMailbox:        ipadmin@net-resource.com\nSource:         ARIN\n
C01318584,STANDARD PACIFIC HOMES-060331022040,,Private Address,Plano,TX,75075,US,,,,,,,2006-03-31,2018-07-19,arin,OrgID:          C01318584\nOrgName:        STANDARD PACIFIC HOMES-060331022040\nCanAllocate:    \nStreet:         Private Address\nCity:           Plano\nState/Prov:     TX\nCountry:        US\nPostalCode:     75075\nRegDate:        2006-03-31\nUpdated:        2018-07-19\nSource:         ARIN\n
C02584032,Ryan Mcnally09092010134008008,,2701 N. Central Expwy,Richardson,TX,75080,US,,,,,,,2010-09-09,2018-07-19,arin,OrgID:          C02584032\nOrgName:        Ryan Mcnally09092010134008008\nCanAllocate:    \nStreet:         2701 N. Central Expwy\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2010-09-09\nUpdated:        2018-07-19\nSource:         ARIN\n
ORG-LAPP1-RIPE,Kemi-Tornionlaakso Municipal Education and Training Consortium Lappia,Urheilukatu 6\n95400 Tornio,,,,,,,,AR31334-RIPE,AS1741-MNT,kuntayhtyma@lappia.fi,lappia.fi,2015-01-26,2015-01-26,ripe,organisation:   ORG-LAPP1-RIPE\norg-name:       Kemi-Tornionlaakso Municipal Education and Training Consortium Lappia\norg-type:       OTHER\naddress:        Urheilukatu 6\naddress:        95400 Tornio\ne-mail:         kuntayhtyma@lappia.fi\nabuse-c:        AR31334-RIPE\nmnt-ref:        AS1741-MNT\nmnt-by:         AS1741-MNT\ncreated:        2015-01-26T07:58:29Z\nlast-modified:  2015-01-26T08:02:40Z\nsource:         RIPE\n\nrole:           Abuse-C Role\nnic-hdl:        AR31334-RIPE\norg:            ORG-LAPP1-RIPE\nabuse-mailbox:  abuse@lappia.fi\nmnt-by:         AS1741-MNT\naddress:        Urheilukatu 6\naddress:        95400 Tornio\ne-mail:         abuse@lappia.fi\ncreated:        2015-01-26T07:59:17Z\nlast-modified:  2015-01-26T07:59:17Z\nsource:         RIPE
C05517308,PARTNERS HEALTHCARE INC. - ROCHELLE PARK NJ,,365 W PASSAIC ST,ROCHELLE PARK,NJ,07662-3017,US,,,,,,,2014-12-04,2014-12-04,arin,OrgID:          C05517308\nOrgName:        PARTNERS HEALTHCARE INC. - ROCHELLE PARK NJ\nCanAllocate:    \nStreet:         365 W PASSAIC ST\nCity:           ROCHELLE PARK\nState/Prov:     NJ\nCountry:        US\nPostalCode:     07662-3017\nRegDate:        2014-12-04\nUpdated:        2014-12-04\nSource:         ARIN\n
C08012389,CEDAR MOUNTAIN POST ACUTE,,11970 4TH ST,YUCAIPA,CA,92399,US,,,,,,cedarmountainpa.org,2021-08-31,2021-08-31,arin,OrgID:          C08012389\nOrgName:        CEDAR MOUNTAIN POST ACUTE\nCanAllocate:    \nStreet:         11970 4TH ST\nCity:           YUCAIPA\nState/Prov:     CA\nCountry:        US\nPostalCode:     92399\nRegDate:        2021-08-31\nUpdated:        2021-08-31\nSource:         ARIN\n
C02527966,Petrosouth Inc - ASM,,355 N Stone Mountain Road,Stone Mountain,GA,30088,US,,,,,,,2010-06-23,2018-09-10,arin,OrgID:          C02527966\nOrgName:        Petrosouth Inc - ASM\nCanAllocate:    \nStreet:         355 N Stone Mountain Road\nCity:           Stone Mountain\nState/Prov:     GA\nCountry:        US\nPostalCode:     30088\nRegDate:        2010-06-23\nUpdated:        2018-09-10\nSource:         ARIN\n
C09097347,ACRISURE ARENA,,75702 VARNER RD,THOUSAND PALMS,CA,92276,US,,,,,,acrisurearena.com,2022-12-22,2022-12-22,arin,OrgID:          C09097347\nOrgName:        ACRISURE ARENA\nCanAllocate:    \nStreet:         75702 VARNER RD\nCity:           THOUSAND PALMS\nState/Prov:     CA\nCountry:        US\nPostalCode:     92276\nRegDate:        2022-12-22\nUpdated:        2022-12-22\nSource:         ARIN\n
C07357541,Sio Gene Therapies Inc.,,Masergy Customer,Durham,NC,27703,US,,,,,,siogtx.com,2019-05-23,2021-02-09,arin,OrgID:          C07357541\nOrgName:        Sio Gene Therapies Inc.\nCanAllocate:    \nStreet:         Masergy Customer\nCity:           Durham\nState/Prov:     NC\nCountry:        US\nPostalCode:     27703\nRegDate:        2019-05-23\nUpdated:        2021-02-09\nSource:         ARIN\n
C00469511,Hanson Lulic and Krall,,920 Second Avenue South,Minneapolis,MN,55402,US,,,,,,hlk.com,2003-02-10,2011-03-19,arin,OrgID:          C00469511\nOrgName:        Hanson Lulic and Krall\nCanAllocate:    \nStreet:         920 Second Avenue South\nCity:           Minneapolis\nState/Prov:     MN\nCountry:        US\nPostalCode:     55402\nRegDate:        2003-02-10\nUpdated:        2011-03-19\nSource:         ARIN\n
C03277822,Shawn Green01182013122435678,,2701 N. Central Expwy,Richardson,TX,75080,US,,,,,,shawngreen.co.uk,2013-01-18,2018-07-19,arin,OrgID:          C03277822\nOrgName:        Shawn Green01182013122435678\nCanAllocate:    \nStreet:         2701 N. Central Expwy\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2013-01-18\nUpdated:        2018-07-19\nSource:         ARIN\n
C11333070,01461 CA DEPARTMENT OF PARKS AND RECREATION,,17801 LK PERRIS DR,PERRIS,CA,92571,US,,,,,,,2025-08-27,2025-08-27,arin,OrgID:          C11333070\nOrgName:        01461 CA DEPARTMENT OF PARKS AND RECREATION\nCanAllocate:    \nStreet:         17801 LK PERRIS DR\nCity:           PERRIS\nState/Prov:     CA\nCountry:        US\nPostalCode:     92571\nRegDate:        2025-08-27\nUpdated:        2025-08-27\nSource:         ARIN\n
C01999642,Private Customer - SBC Internet Services,,Private Residence,Richardson,TX,75080,US,,,,,,,2008-07-29,2018-07-19,arin,OrgID:          C01999642\nOrgName:        Private Customer - SBC Internet Services\nCanAllocate:    \nStreet:         Private Residence\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2008-07-29\nUpdated:        2018-07-19\nSource:         ARIN\n
VML-69,VISABILLITY MED LLC,,50 DIANA ST  RM TELCO,INGLIS,FL,34449,US,LOFTI82-ARIN,LOFTI82-ARIN,LOFTI82-ARIN,,,,2018-08-29,2018-08-29,arin,OrgID:          VML-69\nOrgName:        VISABILLITY MED LLC\nCanAllocate:    \nStreet:         50 DIANA ST  RM TELCO\nCity:           INGLIS\nState/Prov:     FL\nCountry:        US\nPostalCode:     34449\nRegDate:        2018-08-29\nUpdated:        2018-08-29\nOrgAdminHandle: LOFTI82-ARIN\nOrgTechHandle:  LOFTI82-ARIN\nOrgAbuseHandle: LOFTI82-ARIN\nSource:         ARIN\n\n\nPOCHandle:      LOFTI82-ARIN\nIsRole:         N\nLastName:       LOFTIN\nFirstName:      CAROL\nStreet:         50 DIANA ST  RM TELCO\nCity:           INGLIS\nState/Prov:     FL\nCountry:        US\nPostalCode:     34449\nRegDate:        2018-08-29\nUpdated:        2018-08-29\nOfficePhone:    +1-813-477-0631\nMailbox:        dloftin.sun@gmail.com\nSource:         ARIN\n
C08615199,WILKINSBURGSCHOOL DISTRIC-WILKINSBURGSCHOOL DISTRI,,718  WALLACE AVE,WILKINSBURG,PA,15221,US,,,,,,,2022-06-14,2022-06-14,arin,OrgID:          C08615199\nOrgName:        WILKINSBURGSCHOOL DISTRIC-WILKINSBURGSCHOOL DISTRI\nCanAllocate:    \nStreet:         718  WALLACE AVE\nCity:           WILKINSBURG\nState/Prov:     PA\nCountry:        US\nPostalCode:     15221\nRegDate:        2022-06-14\nUpdated:        2022-06-14\nSource:         ARIN\n
C00362480,Philip Sedgwick,,268 Bush St,San Francisco,CA,94104,US,,,,,,philipsedgwick.com,2002-08-23,2018-07-19,arin,OrgID:          C00362480\nOrgName:        Philip Sedgwick\nCanAllocate:    \nStreet:         268 Bush St\nCity:           San Francisco\nState/Prov:     CA\nCountry:        US\nPostalCode:     94104\nRegDate:        2002-08-23\nUpdated:        2018-07-19\nSource:         ARIN\n
C03059024,BNR PARTNERS,,20 N WACKER DR,CHICAGO,IL,60606,US,,,,,,bnrpartners.com,2012-06-12,2017-11-01,arin,OrgID:          C03059024\nOrgName:        BNR PARTNERS\nCanAllocate:    \nStreet:         20 N WACKER DR\nCity:           CHICAGO\nState/Prov:     IL\nCountry:        US\nPostalCode:     60606\nRegDate:        2012-06-12\nUpdated:        2017-11-01\nSource:         ARIN\n
C08749606,MOTIVATE LLC,,4040 3D ST,SF,CA,94124,US,,,,,,motivatellc.com,2022-07-15,2022-07-15,arin,OrgID:          C08749606\nOrgName:        MOTIVATE LLC\nCanAllocate:    \nStreet:         4040 3D ST\nCity:           SF\nState/Prov:     CA\nCountry:        US\nPostalCode:     94124\nRegDate:        2022-07-15\nUpdated:        2022-07-15\nSource:         ARIN\n
C00977968,MAR WEST ACCESS-041223022124,,Private Address,Plano,TX,75075,US,,,,,,,2004-12-23,2018-07-19,arin,OrgID:          C00977968\nOrgName:        MAR WEST ACCESS-041223022124\nCanAllocate:    \nStreet:         Private Address\nCity:           Plano\nState/Prov:     TX\nCountry:        US\nPostalCode:     75075\nRegDate:        2004-12-23\nUpdated:        2018-07-19\nSource:         ARIN\n
C01451535,State Serv Mechanical,,2130 E University Dr,Tempe,AZ,85281,US,,,,,,,2006-09-20,2011-03-19,arin,OrgID:          C01451535\nOrgName:        State Serv Mechanical\nCanAllocate:    \nStreet:         2130 E University Dr\nCity:           Tempe\nState/Prov:     AZ\nCountry:        US\nPostalCode:     85281\nRegDate:        2006-09-20\nUpdated:        2011-03-19\nSource:         ARIN\n
C01832976,LAPTOPS DISCOUNTERS INC-071214180135,,Private Address,Plano,TX,75075,US,,,,,,,2007-12-14,2018-07-19,arin,OrgID:          C01832976\nOrgName:        LAPTOPS DISCOUNTERS INC-071214180135\nCanAllocate:    \nStreet:         Private Address\nCity:           Plano\nState/Prov:     TX\nCountry:        US\nPostalCode:     75075\nRegDate:        2007-12-14\nUpdated:        2018-07-19\nSource:         ARIN\n
C09740662,LANIGAN  ASSOCIATES PC,,2915 PIEDMONT RD  SUIT A,ATL,GA,30305,US,,,,,,,2023-06-29,2023-06-29,arin,OrgID:          C09740662\nOrgName:        LANIGAN  ASSOCIATES PC\nCanAllocate:    \nStreet:         2915 PIEDMONT RD  SUIT A\nCity:           ATL\nState/Prov:     GA\nCountry:        US\nPostalCode:     30305\nRegDate:        2023-06-29\nUpdated:        2023-06-29\nSource:         ARIN\n
C10459000,AMC 4380 ARDMORE 8,,2401  12TH AVE NW,ARDMORE,OK,73401-1470,US,,,,,,,2023-11-24,2023-11-24,arin,OrgID:          C10459000\nOrgName:        AMC 4380 ARDMORE 8\nCanAllocate:    \nStreet:         2401  12TH AVE NW\nCity:           ARDMORE\nState/Prov:     OK\nCountry:        US\nPostalCode:     73401-1470\nRegDate:        2023-11-24\nUpdated:        2023-11-24\nSource:         ARIN\n
ORG-VKHH1-RIPE,Schwaebisch Hall Kreditservice GmbH,Kreditwerk Hypotheken Management\nCrailsheimer Strasse 52\nD-74523 Schwaebisch Hall,,,,,,,,AR21094-RIPE,DTAG-NIC\NKREDITWERK-MNT,volker.stellmach@kreditwerk.de,shks.de,2006-06-22,2023-09-05,ripe,organisation:   ORG-VKHH1-RIPE\norg-name:       Schwaebisch Hall Kreditservice GmbH\ncountry:        DE\norg-type:       OTHER\naddress:        Kreditwerk Hypotheken Management\naddress:        Crailsheimer Strasse 52\naddress:        D-74523 Schwaebisch Hall\ne-mail:         volker.stellmach@kreditwerk.de\nabuse-c:        AR21094-RIPE\nmnt-ref:        DTAG-NIC\nmnt-by:         DTAG-NIC\nmnt-ref:        KREDITWERK-MNT\nmnt-by:         KREDITWERK-MNT\ncreated:        2006-06-22T13:17:40Z\nlast-modified:  2023-09-05T14:35:59Z\nsource:         RIPE\n\nrole:           Abuse-C Role\nnic-hdl:        AR21094-RIPE\norg:            ORG-VKHH1-RIPE\nabuse-mailbox:  volker.stellmach@shks.de\nmnt-by:         DTAG-NIC\nmnt-by:         KREDITWERK-MNT\naddress:        Kreditwerk Hypotheken Management\naddress:        Crailsheimer Strasse 52\naddress:        D-74523 Schwaebisch Hall\ne-mail:         volker.stellmach@shks.de\ncreated:        2014-06-11T05:22:35Z\nlast-modified:  2014-06-11T05:22:35Z\nsource:         RIPE
C08049655,"Antonio, Navarro Navarro",,"Convento Santa Clara, 11, 2, 4",Valencia,,46002,ES,,,,,,,2021-09-30,2021-09-30,arin,"OrgID:          C08049655\nOrgName:        Antonio, Navarro Navarro\nCanAllocate:    \nStreet:         Convento Santa Clara, 11, 2, 4\nCity:           Valencia\nState/Prov:     \nCountry:        ES\nPostalCode:     46002\nRegDate:        2021-09-30\nUpdated:        2021-09-30\nSource:         ARIN\n"
C06547431,Private Customer - AT&T Internet Services,,Private Residence,Richardson,TX,75080,US,,,,,,,2017-06-08,2018-07-19,arin,OrgID:          C06547431\nOrgName:        Private Customer - AT&T Internet Services\nCanAllocate:    \nStreet:         Private Residence\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2017-06-08\nUpdated:        2018-07-19\nSource:         ARIN\n
C10114256,NEW HORIZON COMMUNICATIONS CO,,601 MAPLE ST,FARMINGTON,MO,63640,US,,,,,,nhcgrp.com,2023-09-06,2023-09-06,arin,OrgID:          C10114256\nOrgName:        NEW HORIZON COMMUNICATIONS CO\nCanAllocate:    \nStreet:         601 MAPLE ST\nCity:           FARMINGTON\nState/Prov:     MO\nCountry:        US\nPostalCode:     63640\nRegDate:        2023-09-06\nUpdated:        2023-09-06\nSource:         ARIN\n
C10888935,BAR BAKERS LLC,,5665 CORPORATE AVE,CYPRESS,CA,90630,US,,,,,,,2024-07-01,2024-07-01,arin,OrgID:          C10888935\nOrgName:        BAR BAKERS LLC\nCanAllocate:    \nStreet:         5665 CORPORATE AVE\nCity:           CYPRESS\nState/Prov:     CA\nCountry:        US\nPostalCode:     90630\nRegDate:        2024-07-01\nUpdated:        2024-07-01\nSource:         ARIN\n
C09139320,Daviess Community Hospital,,1324 E Walnut St,Washington,IN,47501,US,,,,,,dchosp.org,2023-01-13,2023-01-13,arin,OrgID:          C09139320\nOrgName:        Daviess Community Hospital\nCanAllocate:    \nStreet:         1324 E Walnut St\nCity:           Washington\nState/Prov:     IN\nCountry:        US\nPostalCode:     47501\nRegDate:        2023-01-13\nUpdated:        2023-01-13\nSource:         ARIN\n
C03176365,Jim Jones10092012090114390,,2701 N. Central Expwy,Richardson,TX,75080,US,,,,,,,2012-10-09,2018-07-19,arin,OrgID:          C03176365\nOrgName:        Jim Jones10092012090114390\nCanAllocate:    \nStreet:         2701 N. Central Expwy\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2012-10-09\nUpdated:        2018-07-19\nSource:         ARIN\n
C06643516,Private Customer - AT&T Internet Services,,Private Residence,Richardson,TX,75080,US,,,,,,,2017-08-04,2018-07-19,arin,OrgID:          C06643516\nOrgName:        Private Customer - AT&T Internet Services\nCanAllocate:    \nStreet:         Private Residence\nCity:           Richardson\nState/Prov:     TX\nCountry:        US\nPostalCode:     75080\nRegDate:        2017-08-04\nUpdated:        2018-07-19\nSource:         ARIN\n
C08890046,COLEMAN PROFESSIONAL SERVICES,,2275 SAMPSON AVE,CORONA,CA,92879,US,,,,,,coleman-professional.com,2022-09-16,2022-09-16,arin,OrgID:          C08890046\nOrgName:        COLEMAN PROFESSIONAL SERVICES\nCanAllocate:    \nStreet:         2275 SAMPSON AVE\nCity:           CORONA\nState/Prov:     CA\nCountry:        US\nPostalCode:     92879\nRegDate:        2022-09-16\nUpdated:        2022-09-16\nSource:         ARIN\n
C07545040,ELECTRICFIL AUTOMOTIVE,,18831 CARTERS CIR,ELKMONT,AL,35620,US,,,,,,,2020-04-30,2020-04-30,arin,OrgID:          C07545040\nOrgName:        ELECTRICFIL AUTOMOTIVE\nCanAllocate:    \nStreet:         18831 CARTERS CIR\nCity:           ELKMONT\nState/Prov:     AL\nCountry:        US\nPostalCode:     35620\nRegDate:        2020-04-30\nUpdated:        2020-04-30\nSource:         ARIN\n
C02682533,ART PACK-110126170739,,Private Address,Plano,TX,75075,US,,,,,,,2011-01-26,2018-07-19,arin,OrgID:          C02682533\nOrgName:        ART PACK-110126170739\nCanAllocate:    \nStreet:         Private Address\nCity:           Plano\nState/Prov:     TX\nCountry:        US\nPostalCode:     75075\nRegDate:        2011-01-26\nUpdated:        2018-07-19\nSource:         ARIN\n
C01799726,OMENX NEX ACCOUNTIN,,12740 W WARREN AVE,DEARBORN,MI,48126,US,,,,,,,2007-11-20,2017-11-01,arin,OrgID:          C01799726\nOrgName:        OMENX NEX ACCOUNTIN\nCanAllocate:    \nStreet:         12740 W WARREN AVE\nCity:           DEARBORN\nState/Prov:     MI\nCountry:        US\nPostalCode:     48126\nRegDate:        2007-11-20\nUpdated:        2017-11-01\nSource:         ARIN\n
C00878664,Vermont Commercial Warehouse,,166 Boyer Circle,Williston,VT,05495,US,,,,,,empirebake.net,2004-08-03,2016-01-30,arin,OrgID:          C00878664\nOrgName:        Vermont Commercial Warehouse\nCanAllocate:    \nStreet:         166 Boyer Circle\nCity:           Williston\nState/Prov:     VT\nCountry:        US\nPostalCode:     05495\nRegDate:        2004-08-03\nUpdated:        2016-01-30\nSource:         ARIN\n
ORG-KIML1-RIPE,Kaluska informatsiyna merezha LLC,"6, Nezalezhnosti bvr.\n77300\nKalush\nUKRAINE",,,,,,MK22354-RIPE,,AR51530-RIPE\NAR51530-RIPE,RIPE-NCC-HM-MNT\NMNT-KIM-ISP,mak@kim.in.ua,kim.in.ua,2019-03-19,2020-12-16,ripe,"organisation:   ORG-KIML1-RIPE\norg-name:       Kaluska informatsiyna merezha LLC\ncountry:        UA\norg-type:       LIR\naddress:        6, Nezalezhnosti bvr.\naddress:        77300\naddress:        Kalush\naddress:        UKRAINE\nphone:          +380347270102\ne-mail:         mak@kim.in.ua\nadmin-c:        MK22354-RIPE\ntech-c:         MK22354-RIPE\nabuse-c:        AR51530-RIPE\nmnt-ref:        MNT-KIM-ISP\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         MNT-KIM-ISP\ncreated:        2019-03-19T09:11:22Z\nlast-modified:  2020-12-16T13:03:55Z\nsource:         RIPE\nabuse-email:    abuse@kim.in.ua\nabuse-c:        AR51530-RIPE\nabuse-org:      undefined\n\nrole:           Abuse-C Role\naddress:        6, Nezalezhnosti bvr.\naddress:        77300\naddress:        Kalush\naddress:        UKRAINE\ne-mail:         abuse@kim.in.ua\nnic-hdl:        AR51530-RIPE\nabuse-mailbox:  abuse@kim.in.ua\nmnt-by:         MNT-KIM-ISP\ncreated:        2019-03-19T09:11:22Z\nlast-modified:  2019-03-19T09:11:22Z\nsource:         RIPE\n\nperson:         Maryan Kasko\naddress:        6, Nezalezhnosti bvr.\naddress:        77300\naddress:        Kalush\naddress:        UKRAINE\nphone:          +380347270102\nnic-hdl:        MK22354-RIPE\nmnt-by:         MNT-KIM-ISP\ncreated:        2019-03-19T09:11:22Z\nlast-modified:  2019-03-19T09:11:22Z\nsource:         RIPE"
C11184120,OLYMPIA FOOD INDUSTRY INCORPORAT,,9501 NEVADA AV,FRNKLN PK,IL,60131,US,,,,,,,2025-04-24,2025-04-24,arin,OrgID:          C11184120\nOrgName:        OLYMPIA FOOD INDUSTRY INCORPORAT\nCanAllocate:    \nStreet:         9501 NEVADA AV\nCity:           FRNKLN PK\nState/Prov:     IL\nCountry:        US\nPostalCode:     60131\nRegDate:        2025-04-24\nUpdated:        2025-04-24\nSource:         ARIN\n
C07166383,LEESMAN LIGHTING LLC,,130 W ROSS AVE,CINCINNATI,OH,45217,US,,,,,,leesman.com,2018-10-25,2018-10-25,arin,OrgID:          C07166383\nOrgName:        LEESMAN LIGHTING LLC\nCanAllocate:    \nStreet:         130 W ROSS AVE\nCity:           CINCINNATI\nState/Prov:     OH\nCountry:        US\nPostalCode:     45217\nRegDate:        2018-10-25\nUpdated:        2018-10-25\nSource:         ARIN\n
C02271371,Mandola's Italian Market,,12815 Shops Pkwy\nSte 100,Bee Caves,TX,78738,US,,,,,,mandolasmarket.com,2009-07-08,2011-03-19,arin,OrgID:          C02271371\nOrgName:        Mandola's Italian Market\nCanAllocate:    \nStreet:         12815 Shops Pkwy\nStreet:         Ste 100\nCity:           Bee Caves\nState/Prov:     TX\nCountry:        US\nPostalCode:     78738\nRegDate:        2009-07-08\nUpdated:        2011-03-19\nSource:         ARIN\n
C08560015,Clic Creative Labs SA de CV,,AV ROSARIO CASTELLANOS 2214,GUADALAJARA,,44950,MX,,,,,,cliccreativelabs.com,2022-06-10,2022-06-10,arin,OrgID:          C08560015\nOrgName:        Clic Creative Labs SA de CV\nCanAllocate:    \nStreet:         AV ROSARIO CASTELLANOS 2214\nCity:           GUADALAJARA\nState/Prov:     \nCountry:        MX\nPostalCode:     44950\nRegDate:        2022-06-10\nUpdated:        2022-06-10\nSource:         ARIN\n
C00198803,Career Centers of Texas-El Paso,,P O Box 940972,Plano,TX,75075,US,,,,,,,2001-07-11,2018-07-19,arin,OrgID:          C00198803\nOrgName:        Career Centers of Texas-El Paso\nCanAllocate:    \nStreet:         P O Box 940972\nCity:           Plano\nState/Prov:     TX\nCountry:        US\nPostalCode:     75075\nRegDate:        2001-07-11\nUpdated:        2018-07-19\nSource:         ARIN\n
C07077702,BORO PAR K JEWISH COMM,,1310 46TH ST,BROOKLYN,NY,11219,US,,,,,,,2018-10-08,2018-10-08,arin,OrgID:          C07077702\nOrgName:        BORO PAR K JEWISH COMM\nCanAllocate:    \nStreet:         1310 46TH ST\nCity:           BROOKLYN\nState/Prov:     NY\nCountry:        US\nPostalCode:     11219\nRegDate:        2018-10-08\nUpdated:        2018-10-08\nSource:         ARIN\n
C11011526,TAKEUCHI MANUFACTURING US,,519  BONNIE VALENTINE WAY,PENDERGRASS,GA,30567-4233,US,,,,,,,2024-11-08,2024-11-08,arin,OrgID:          C11011526\nOrgName:        TAKEUCHI MANUFACTURING US\nCanAllocate:    \nStreet:         519  BONNIE VALENTINE WAY\nCity:           PENDERGRASS\nState/Prov:     GA\nCountry:        US\nPostalCode:     30567-4233\nRegDate:        2024-11-08\nUpdated:        2024-11-08\nSource:         ARIN\n
AEM-20,AZ Electronic Materials,,70 Meister Ave,Branchburg,NJ,08822,US,LAFFE7-ARIN,LAFFE7-ARIN,LAFFE7-ARIN,,,azem.com,2013-11-19,2013-11-19,arin,OrgID:          AEM-20\nOrgName:        AZ Electronic Materials\nCanAllocate:    \nStreet:         70 Meister Ave\nCity:           Branchburg\nState/Prov:     NJ\nCountry:        US\nPostalCode:     08822\nRegDate:        2013-11-19\nUpdated:        2013-11-19\nOrgAdminHandle: LAFFE7-ARIN\nOrgTechHandle:  LAFFE7-ARIN\nOrgAbuseHandle: LAFFE7-ARIN\nSource:         ARIN\n\n\nPOCHandle:      LAFFE7-ARIN\nIsRole:         N\nLastName:       Lafferty\nFirstName:      Marc\nStreet:         70 Meister Ave\nCity:           Branchburg\nState/Prov:     NJ\nCountry:        US\nPostalCode:     08822\nRegDate:        2013-11-19\nUpdated:        2013-11-19\nOfficePhone:    +1-908-429-3573\nMailbox:        marc.lafferty@azem.com\nSource:         ARIN\n
TEKGO,TEK4GOV,,3100 ZINFANDEL DR,RNCHO C,CA,95670,US,MCGUI160-ARIN,MCGUI160-ARIN,MCGUI160-ARIN,,,tek4gov.com,2019-07-01,2019-07-01,arin,OrgID:          TEKGO\nOrgName:        TEK4GOV\nCanAllocate:    \nStreet:         3100 ZINFANDEL DR\nCity:           RNCHO C\nState/Prov:     CA\nCountry:        US\nPostalCode:     95670\nRegDate:        2019-07-01\nUpdated:        2019-07-01\nOrgAdminHandle: MCGUI160-ARIN\nOrgTechHandle:  MCGUI160-ARIN\nOrgAbuseHandle: MCGUI160-ARIN\nSource:         ARIN\n\n\nPOCHandle:      MCGUI160-ARIN\nIsRole:         N\nLastName:       McGuire\nFirstName:      Brendan\nStreet:         3100 ZINFANDEL DR\nCity:           RNCHO C\nState/Prov:     CA\nCountry:        US\nPostalCode:     95670\nRegDate:        2019-07-01\nUpdated:        2019-07-01\nOfficePhone:    +1-808-200-9634\nMailbox:        bmcquire@tek4gov.com\nSource:         ARIN\n
