id,name,country,org_id,created,updated,source,raw
AS16609,"The Aero Group, Inc.",US,THEAE,2000-05-25,2012-02-24,arin,"ASHandle:       AS16609\nOrgID:          THEAE\nASName:         THE-AERO-GROUP-AS16609\nASNumber:       16609\nRegDate:        2000-05-25\nUpdated:        2012-02-24\nSource:         ARIN\n\n\nOrgID:          THEAE\nOrgName:        The Aero Group, Inc.\nCanAllocate:    \nStreet:         120 E. Clark St\nCity:           Freeport\nState/Prov:     IL\nCountry:        US\nPostalCode:     61032\nRegDate:        2006-04-26\nUpdated:        2009-04-24\nOrgAdminHandle: TH184-ARIN\nOrgTechHandle:  ARINA58-ARIN\nOrgTechHandle:  DGR119-ARIN\nOrgTechHandle:  TH184-ARIN\nOrgTechHandle:  THA201-ARIN\nOrgAbuseHandle: TH184-ARIN\nOrgNOCHandle:   TH184-ARIN\nSource:         ARIN\n\n\nPOCHandle:      THA201-ARIN\nIsRole:         N\nLastName:       Hartman\nFirstName:      Tom\nStreet:         120 E. Clark St\nCity:           Freeport\nState/Prov:     IL\nCountry:        US\nPostalCode:     61032\nRegDate:        2007-08-31\nUpdated:        2007-09-05\nOfficePhone:    +1-815-233-3387\nMailbox:        tlhartman@aeroinc.net\nSource:         ARIN\n\n\nPOCHandle:      DGR119-ARIN\nIsRole:         N\nLastName:       Griffin\nFirstName:      Dan\nStreet:         120 E. Clark St\nCity:           Freeport\nState/Prov:     IL\nCountry:        US\nPostalCode:     61032\nRegDate:        2006-04-25\nUpdated:        2024-02-29\nOfficePhone:    +1-815-233-3387\nMailbox:        dan@aeroinc.net\nSource:         ARIN\n\n\nPOCHandle:      ARINA58-ARIN\nIsRole:         Y\nLastName:       ARIN Administrator\nFirstName:      \nStreet:         120 E. Clark St\nCity:           Freeport\nState/Prov:     IL\nCountry:        US\nPostalCode:     61032\nRegDate:        2007-09-01\nUpdated:        2011-11-09\nOfficePhone:    +1-815-233-3387\nMailbox:        arin@aeroinc.net\nSource:         ARIN\n\n\nPOCHandle:      TH184-ARIN\nIsRole:         N\nLastName:       Heinrich\nFirstName:      Troy\nStreet:         120 E. Clark St.\nCity:           Freeport\nState/Prov:     IL\nCountry:        US\nPostalCode:     61032\nRegDate:        1998-12-04\nUpdated:        2017-12-04\nOfficePhone:    +1-815-233-3387\nMailbox:        troy@aeroinc.net\nSource:         ARIN\n"
AS135394,Orient Telecoms Sdn. Bhd,MY,ORG-OTSB1-AP,2018-05-21,2020-06-02,apnic,"aut-num:        AS135394\nas-name:        OTSB-AS-AP\ndescr:          Orient Telecoms Sdn. Bhd\ncountry:        MY\norg:            ORG-OTSB1-AP\nadmin-c:        OTSB1-AP\ntech-c:         OTSB1-AP\nabuse-c:        AO233-AP\nmnt-lower:      MAINT-OTSB-MY\nmnt-routes:     MAINT-OTSB-MY\nmnt-by:         APNIC-HM\nmnt-irt:        IRT-OTSB-MY\nlast-modified:  2020-06-02T13:09:16Z\nsource:         APNIC\n\n\nmntner:         APNIC-HM\nadmin-c:        RTT10-RIPE\nupd-to:         roufique@rtat.net\nauth:           MD5-PW\nauth:           SSO\nauth:           SSO\nmnt-by:         APNIC-HM\ncreated:        2019-04-09T03:52:39Z\nlast-modified:  2019-04-20T09:18:19Z\nsource:         RIPE\n\nrole:           Orient Telecoms Sdn Bhd administrator\naddress:        Suite A-02-02, Level 2, Empire Office Tower, Jalan SS16/1, Subang Jaya Selangor 47500\ncountry:        MY\nphone:          +603-77860-448\nfax-no:         +603-77860-448\ne-mail:         mustafa@orient-telecoms.com\nadmin-c:        OTSB1-AP\ntech-c:         OTSB1-AP\ntech-c:         OA18-AP\nnic-hdl:        OTSB1-AP\nmnt-by:         MAINT-OTSB-MY\nlast-modified:  2024-04-03T00:56:32Z\nsource:         APNIC\n\nrole:           ABUSE OTSBMY\ncountry:        ZZ\naddress:        Suite A-02-02, Level 2, Empire Office Tower, Jalan SS16/1, Subang Jaya Selangor 47500\nphone:          +000000000\ne-mail:         abuse@orient-telecoms.com\nadmin-c:        OTSB1-AP\ntech-c:         OTSB1-AP\nnic-hdl:        AO233-AP\nremarks:        Generated from irt object IRT-OTSB-MY\nremarks:        abuse@orient-telecoms.com was validated on 2025-01-29\nabuse-mailbox:  abuse@orient-telecoms.com\nmnt-by:         APNIC-ABUSE\nlast-modified:  2025-01-29T04:08:09Z\nsource:         APNIC"
AS273662,ALBERT FIGUEIROA CALDEIRA DA SILVA M.E,BR,,2022-12-22,2022-12-22,lacnic,aut-num:     AS273662\nowner:       ALBERT FIGUEIROA CALDEIRA DA SILVA M.E\nownerid:     20.348.503/0001-60\nresponsible: ALBERT FIGUEIROA CALDEIRA DA SILVA\ncountry:     BR\nowner-c:     ALFIG42\nrouting-c:   ALFIG42\nabuse-c:     ALFIG42\ncreated:     20221222\nchanged:     20221222\ninetnum:     2804:8a54::/32\n\nnic-hdl-br:  ALFIG42\nperson:      albert figueiroa\ne-mail:      albert.figueiroa2010@gmail.com\ncountry:     BR\ncreated:     20130709\nchanged:     20250528
AS17395,Mount St. Joseph University,US,MSJU,2020-10-30,2020-10-30,arin,ASHandle:       AS17395\nOrgID:          MSJU\nASName:         MSJ-ASN-1\nASNumber:       17395\nRegDate:        2020-10-30\nUpdated:        2020-10-30\nSource:         ARIN\n\n\nOrgID:          MSJU\nOrgName:        Mount St. Joseph University\nCanAllocate:    \nStreet:         5701 Delhi Rd\nCity:           Cincinnati\nState/Prov:     OH\nCountry:        US\nPostalCode:     45233\nRegDate:        2020-03-11\nUpdated:        2020-03-11\nOrgAdminHandle: MONTA188-ARIN\nOrgTechHandle:  MONTA188-ARIN\nOrgAbuseHandle: MONTA188-ARIN\nOrgNOCHandle:   MONTA188-ARIN\nOrgRoutingHandle:   MONTA188-ARIN\nOrgDNSHandle:   MONTA188-ARIN\nSource:         ARIN\n\n\nPOCHandle:      MONTA188-ARIN\nIsRole:         N\nLastName:       Montag\nFirstName:      Chad\nStreet:         5701 Delhi Rd\nCity:           Cincinnati\nState/Prov:     OH\nCountry:        US\nPostalCode:     45233\nRegDate:        2020-03-10\nUpdated:        2024-08-02\nOfficePhone:    +1-513-244-4404\nMailbox:        chad.montag@msj.edu\nSource:         ARIN\n
AS43811,"Telia Lietuva, AB",LT,ORG-LT1-RIPE,2007-10-02,2020-05-15,ripe,"aut-num:        AS43811\nas-name:        Telia-Lietuva\norg:            ORG-LT1-RIPE\nimport:         from AS8764 action pref=100; accept ANY\nexport:         to AS8764 announce AS43811\nimport:         from AS13194 action pref=90; accept ANY\nexport:         to AS13194 announce AS43811\nimport:         from AS25315 action pref=200; accept AS25315\nexport:         to AS25315 announce AS43811\nimport:         from AS47205 action pref=200; accept AS47205\nexport:         to AS47205 announce AS43811\nimport:         from AS39664 action pref=200; accept AS39664\nexport:         to AS39664 announce AS43811\nimport:         from AS206029 action pref=200; accept AS206029\nexport:         to AS206029 announce AS43811\nimport:         from AS199232 action pref=200; accept AS199232\nexport:         to AS199232 announce AS43811\nimport:         from AS44358 action pref=200; accept AS44358\nexport:         to AS44358 announce AS43811\nadmin-c:        UBDC1-RIPE\ntech-c:         UBDC1-RIPE\nstatus:         ASSIGNED\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         AS8764-MNT\ncreated:        2007-10-02T09:49:24Z\nlast-modified:  2020-05-15T05:46:10Z\nsource:         RIPE\nabuse-email:    abuse@telia.lt\nabuse-c:        LTIN2-RIPE\nabuse-org:      ORG-LT1-RIPE\n\norganisation:   ORG-LT1-RIPE\norg-name:       Telia Lietuva, AB\ncountry:        LT\norg-type:       LIR\naddress:        Saltoniskiu g. 7A\naddress:        03501\naddress:        Vilnius\naddress:        LITHUANIA\nphone:          +37052367133\nfax-no:         +37052783736\ne-mail:         registry@telia.lt\nmnt-ref:        AS8764-MNT\nmnt-ref:        TELECOMLT-MNT\nmnt-ref:        RIPE-NCC-HM-MNT\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         TELECOMLT-MNT\nabuse-c:        LTIN2-RIPE\ncreated:        2004-04-17T11:37:19Z\nlast-modified:  2020-12-16T12:59:07Z\nsource:         RIPE\nabuse-email:    abuse@telia.lt\nabuse-c:        LTIN2-RIPE\nabuse-org:      undefined\n\nrole:           Telia Lietuva, AB NOC\naddress:        Telia Lietuva, AB\naddress:        Saltoniskiu g. 7A\naddress:        LT-03501 Vilnius\naddress:        Lithuania\ne-mail:         abuse@telia.lt\nmnt-by:         TELECOMLT-MNT\nadmin-c:        LTIN1-RIPE\ntech-c:         LTIN1-RIPE\nnic-hdl:        LTIN2-RIPE\ncreated:        2004-12-17T13:31:31Z\nlast-modified:  2019-05-20T03:55:54Z\nsource:         RIPE\nabuse-mailbox:  abuse@telia.lt\n\nrole:           Telia Lietuva, AB NOC\naddress:        Telia Lietuva, AB\naddress:        Saltoniskiu g. 7A\naddress:        LT-03501 Vilnius\naddress:        Lithuania\ne-mail:         abuse@telia.lt\nmnt-by:         TELECOMLT-MNT\nadmin-c:        LTIN1-RIPE\ntech-c:         LTIN1-RIPE\nnic-hdl:        LTIN2-RIPE\ncreated:        2004-12-17T13:31:31Z\nlast-modified:  2019-05-20T03:55:54Z\nsource:         RIPE\nabuse-mailbox:  abuse@telia.lt\n\nrole:           Telia Lietuva DC Admin\naddress:        Telia Lietuva, AB\naddress:        Saltoniskiu g. 7A\naddress:        LT-03501, Vilnius\naddress:        Lithuania\ne-mail:         abuse@telia.lt\nadmin-c:        LTIN3-RIPE\ntech-c:         LTIN3-RIPE\nnic-hdl:        UBDC1-RIPE\nmnt-by:         TELECOMLT-MNT\ncreated:        2007-09-27T12:35:43Z\nlast-modified:  2019-05-20T04:07:59Z\nsource:         RIPE\nabuse-mailbox:  abuse@telia.lt"
AS22995,Xplore Inc.,CA,BARRE-2,2007-10-02,2007-10-02,arin,ASHandle:       AS22995\nOrgID:          BARRE-2\nASName:         BARR-XPLR-ASN\nASNumber:       22995\nRegDate:        2007-10-02\nUpdated:        2007-10-02\nSource:         ARIN\n\n\nOrgID:          BARRE-2\nOrgName:        Xplore Inc.\nCanAllocate:    \nStreet:         300 Lockhart Rd\nCity:           Woodstock\nState/Prov:     NB\nCountry:        CA\nPostalCode:     E7M-5C3\nComment:        Geofeed https://geofeed.xplore.ca/geofeed.csv\nRegDate:        2005-04-26\nUpdated:        2024-11-25\nOrgAdminHandle: ADMIN5869-ARIN\nOrgTechHandle:  ADMIN5869-ARIN\nOrgAbuseHandle: ABUSE8623-ARIN\nOrgNOCHandle:   ADMIN5869-ARIN\nSource:         ARIN\n\n\nPOCHandle:      ADMIN5869-ARIN\nIsRole:         Y\nLastName:       Admin\nFirstName:      \nStreet:         300 Lockhart Mill Road\nCity:           Woodstock\nState/Prov:     NB\nCountry:        CA\nPostalCode:     E7M 5C3\nRegDate:        2015-08-24\nUpdated:        2025-05-16\nOfficePhone:    +1-647-457-7732\nMailbox:        IPCarrierRelations@xplore.ca\nSource:         ARIN\n\n\nPOCHandle:      ABUSE8623-ARIN\nIsRole:         Y\nLastName:       Abuse\nFirstName:      \nStreet:         300 Lockhart Mill Rd\nCity:           Woodstock\nState/Prov:     NB\nCountry:        CA\nPostalCode:     E7M 6B5\nRegDate:        2022-12-15\nUpdated:        2022-12-15\nOfficePhone:    +1-866-971-5062\nMailbox:        abuse@xplore.ca\nSource:         ARIN\n
AS394906,"PROTELLIGENT, INC.",US,PROTE-60,2016-02-09,2016-02-09,arin,"ASHandle:       AS394906\nOrgID:          PROTE-60\nASName:         PTI-SANDPOINTDC\nASNumber:       394906\nRegDate:        2016-02-09\nUpdated:        2016-02-09\nSource:         ARIN\n\n\nOrgID:          PROTE-60\nOrgName:        PROTELLIGENT, INC.\nCanAllocate:    \nStreet:         2100 Main Street, Suite 230\nStreet:         ATTN Christopher Hoven\nCity:           Irvine\nState/Prov:     CA\nCountry:        US\nPostalCode:     92614\nRegDate:        2014-09-02\nUpdated:        2024-07-25\nOrgAdminHandle: CAG32-ARIN\nOrgTechHandle:  CAG32-ARIN\nOrgTechHandle:  GROEH2-ARIN\nOrgAbuseHandle: CAG32-ARIN\nSource:         ARIN\n\n\nPOCHandle:      CAG32-ARIN\nIsRole:         N\nLastName:       George\nFirstName:      Christopher\nStreet:         2100 Main Street\nStreet:         Suite 230\nCity:           Irvine\nState/Prov:     CA\nCountry:        US\nPostalCode:     92614\nRegDate:        2008-02-05\nUpdated:        2024-01-24\nOfficePhone:    +1-949-221-8900\nMobilePhone:    +1-714-856-6878\nFaxPhone:       +1-949-221-8908\nMailbox:        cg@protelligent.net\nSource:         ARIN\n\n\nPOCHandle:      GROEH2-ARIN\nIsRole:         N\nLastName:       Groehler\nFirstName:      Fred\nStreet:         2100 Main Street Suite 230\nCity:           Irvine\nState/Prov:     CA\nCountry:        US\nPostalCode:     92614\nRegDate:        2024-07-25\nUpdated:        2024-07-25\nOfficePhone:    +1-949-204-5314\nMailbox:        fgroehler@protelligent.net\nSource:         ARIN\n"
AS46365,CYANSYN CO.,US,CYANS,2023-12-19,2023-12-19,arin,ASHandle:       AS46365\nOrgID:          CYANS\nASName:         CYANSYN\nASNumber:       46365\nRegDate:        2023-12-19\nUpdated:        2023-12-19\nSource:         ARIN\n\n\nOrgID:          CYANS\nOrgName:        CYANSYN CO.\nCanAllocate:    \nStreet:         2091 BUSINESS CENTER DR STE 230\nCity:           Irvine\nState/Prov:     CA\nCountry:        US\nPostalCode:     92612\nRegDate:        2023-04-04\nUpdated:        2025-03-02\nOrgAdminHandle: CHANG449-ARIN\nOrgTechHandle:  CHANG449-ARIN\nOrgAbuseHandle: CHANG449-ARIN\nSource:         ARIN\n\n\nPOCHandle:      CHANG449-ARIN\nIsRole:         N\nLastName:       Chang\nFirstName:      Sinuo\nStreet:         2091 BUSINESS CENTER DR STE 230\nCity:           Irvine\nState/Prov:     CA\nCountry:        US\nPostalCode:     92612\nRegDate:        2023-04-04\nUpdated:        2024-05-15\nOfficePhone:    +1-949-932-0231\nMailbox:        sinuoc@cyansyn.com\nSource:         ARIN\n
AS135778,VRINDAVANAT PRIVATE LIMITED,IN,,2016-10-25,2024-07-29,apnic,"aut-num:        AS135778\nas-name:        VRINDAT-AS-IN\ndescr:          VRINDAVANAT PRIVATE LIMITED\ncountry:        IN\nadmin-c:        BS1391-AP\ntech-c:         BS1391-AP\nmnt-by:         MAINT-IN-VRINDAT\nmnt-irt:        IRT-VRINDAT-IN\nlast-modified:  2024-07-29T08:36:38Z\nsource:         APNIC\n\n\nmntner:         MAINT-IN-VRINDAT\ndescr:          VRINDAVANAT PRIVATE LIMITED\nadmin-c:        BS1391-AP\nupd-to:         bhartiquick@gmail.com\nauth:           # Filtered\nmnt-by:         MAINT-IN-VRINDAT\nlast-modified:  2024-07-29T07:47:25Z\nsource:         APNIC\n\n\nperson:         BHARTI SHARMA\naddress:        A 1102 KESHAV DHAM ROAD KOSHDA MANDAKINI,Vrindavan,Uttar Pradesh-281121\ncountry:        IN\nphone:          +91 9997101707\ne-mail:         bhartiquick@gmail.com\nnic-hdl:        BS1391-AP\nmnt-by:         MAINT-IN-VRINDAT\nlast-modified:  2024-07-29T07:49:41Z\nsource:         APNIC"
AS131399,AI-Solutions Company Limited,VN,,,2020-03-30,apnic,"aut-num:        AS131399\nas-name:        AI-SOL-AS-VN\ndescr:          AI-Solutions Company Limited\ndescr:          131/41 Vo Truong Toan, Ward 1, Cao Lanh, Dong Thap\ncountry:        VN\nadmin-c:        NPTT1-AP\ntech-c:         NQV6-AP\nmnt-by:         MAINT-VN-VNNIC\nmnt-irt:        IRT-VNNIC-AP\nimport:         from AS45899 action pref=10; accept ANY\nimport:         from AS7552 action pref=100; accept ANY\nexport:         to AS45899 announce AS131399\nexport:         to AS7552 announce AS131399\nlast-modified:  2020-03-30T07:29:30Z\nsource:         APNIC\n\n\nmntner:         MAINT-VN-VNNIC\nupd-to:         thuthuy@vnnic.vn\ndescr:          Vietnam Internet network Information center (VNNIC)\ndescr:          18 Nguyen Du Str, Hai Ba Trung Distrist\ndescr:          Hanoi, Vietnam\nadmin-c:        NTTT1-AP\ntech-c:         NTTT1-AP\nreferral-by:    APNIC-HM\nauth:           # Filtered\nmnt-by:         MAINT-VN-VNNIC\nlast-modified:  2017-10-25T15:59:09Z\nsource:         APNIC\n\nperson:         Nguyen Quoc Vinh\naddress:        AI-SOL-VN\ncountry:        VN\nphone:          +84-919029099\ne-mail:         quocvinh1@gmail.com\nnic-hdl:        NQV6-AP\nmnt-by:         MAINT-VN-VNNIC\nlast-modified:  2020-03-30T07:11:17Z\nsource:         APNIC\n\nperson:         Nguyen Pham Thanh Tam\naddress:        AI-SOL-VN\ncountry:        VN\nphone:          +84-966666390\ne-mail:         thanhtamnguyenpham@gmail.com\nnic-hdl:        NPTT1-AP\nmnt-by:         MAINT-VN-VNNIC\nlast-modified:  2020-03-30T07:07:29Z\nsource:         APNIC"
AS395752,"Corero Network Security, Inc.",US,CNS-223,2016-11-30,2016-11-30,arin,"ASHandle:       AS395752\nOrgID:          CNS-223\nASName:         CORERO-NETWORK-SECURITY\nASNumber:       395752\nRegDate:        2016-11-30\nComment:        Standard SOC hours 4:00 AM to 6:00PM EST 24 hour coverage available\nUpdated:        2016-11-30\nSource:         ARIN\n\n\nOrgID:          CNS-223\nOrgName:        Corero Network Security, Inc.\nCanAllocate:    \nStreet:         293 Boston Post Road West\nStreet:         Suite 310\nCity:           Marlborough\nState/Prov:     MA\nCountry:        US\nPostalCode:     01752\nRegDate:        2016-11-14\nUpdated:        2020-06-07\nOrgAdminHandle: JJC18-ARIN\nOrgTechHandle:  AJG26-ARIN\nOrgAbuseHandle: JJC18-ARIN\nOrgNOCHandle:   AJG26-ARIN\nSource:         ARIN\n\n\nPOCHandle:      AJG26-ARIN\nIsRole:         N\nLastName:       Galeotalanza\nFirstName:      Andrew\nStreet:         293 Boston Post Road West\nStreet:         Suite 310\nCity:           Marlborough\nState/Prov:     MA\nCountry:        US\nPostalCode:     01752\nRegDate:        2016-11-10\nUpdated:        2021-11-09\nOfficePhone:    +1-978-212-1552\nMobilePhone:    +1-508-983-4304\nMailbox:        drew.galeotalanza@corero.com\nSource:         ARIN\n\n\nPOCHandle:      JJC18-ARIN\nIsRole:         N\nLastName:       Crear\nFirstName:      James\nStreet:         293 Boston Post Road West\nStreet:         Suite 310\nCity:           Marlborough\nState/Prov:     MA\nCountry:        US\nPostalCode:     01752\nRegDate:        2016-11-10\nUpdated:        2024-08-26\nOfficePhone:    +1-978-212-1551\nMobilePhone:    +1-978-804-0866\nMailbox:        jim.crear@corero.com\nSource:         ARIN\n"
AS50266,Odido Netherlands B.V.,NL,ORG-PJB2-RIPE,2009-12-11,2024-03-22,ripe,aut-num:        AS50266\nas-name:        Odido\norg:            ORG-PJB2-RIPE\nimport:         from AS1273 action pref=100; accept ANY\nimport:         from AS3356 accept ANY\nimport:         from AS3320 accept ANY\nimport:         from AS13127 accept AS-VERSATEL\nimport:         from AS1299 accept ANY\nimport:         from AS25596 accept AS25596\nimport:         from AS31615 accept AS31615\nimport:         from AS51088 accept ANY\nmp-import:      afi ipv6.unicast from AS1273 accept ANY\nmp-import:      afi ipv6.unicast from AS1299 accept ANY\nmp-import:      afi ipv6.unicast from AS51088 accept ANY\nmp-export:      afi ipv6.unicast to AS1273 announce AS-TMNL\nmp-export:      afi ipv6.unicast to AS3356 announce AS-TMNL\nmp-export:      afi ipv6.unicast to AS6777 announce AS-TMNL\nmp-export:      afi ipv6.unicast to AS1299 announce AS-TMNL\nmp-export:      afi ipv6.unicast to AS51088 announce AS-TMNL\nexport:         to AS3320 announce AS50266\nexport:         to AS1273 announce AS-TMNL\nexport:         to AS1299 announce AS-TMNL\nexport:         to AS3356 announce AS-TMNL\nexport:         to AS6777 announce AS-TMNL\nexport:         to AS13127 announce ANY\nexport:         to AS25596 announce ANY\nexport:         to AS31615 announce ANY\nexport:         to AS51088 announce AS-TMNL\nadmin-c:        PJNR1-RIPE\nadmin-c:        AT13974-RIPE\ntech-c:         PJNR1-RIPE\ntech-c:         AT13974-RIPE\nstatus:         ASSIGNED\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         AS13127-MNT\nmnt-by:         nl-jaguar-1-mnt\ncreated:        2009-12-11T15:12:51Z\nlast-modified:  2024-03-22T10:15:57Z\nsource:         RIPE\nabuse-email:    abuse@odido.nl\nabuse-c:        AR38488-RIPE\nabuse-org:      ORG-PJB2-RIPE\n\norganisation:   ORG-PJB2-RIPE\norg-name:       Odido Netherlands B.V.\ncountry:        NL\norg-type:       LIR\naddress:        Waldorpstraat 60\naddress:        2521 CC\naddress:        The Hague\naddress:        NETHERLANDS\nphone:          +318000092\ne-mail:         AMS-RIPE-HOSTMASTER@odido.nl\nadmin-c:        GNO5-RIPE\ntech-c:         GNO5-RIPE\nabuse-c:        AR38488-RIPE\nmnt-ref:        nl-jaguar-1-mnt\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         nl-jaguar-1-mnt\ncreated:        2016-11-29T08:58:20Z\nlast-modified:  2024-12-02T12:08:52Z\nsource:         RIPE\nabuse-email:    abuse@odido.nl\nabuse-c:        AR38488-RIPE\nabuse-org:      undefined\n\nrole:           Glasoperator - Abuse Contact\naddress:        Waldorpstraat 60\naddress:        2521 CC\naddress:        The Hague\naddress:        NETHERLANDS\ne-mail:         AMS-RIPE-HOSTMASTER@odido.nl\nnic-hdl:        AR38488-RIPE\nabuse-mailbox:  abuse@odido.nl\nmnt-by:         nl-jaguar-1-mnt\ncreated:        2016-11-29T08:58:20Z\nlast-modified:  2024-12-02T12:13:48Z\nsource:         RIPE\n\nperson:         Network Operations\naddress:        Waldorpstraat 60\naddress:        2521 CC\naddress:        The Hague\naddress:        NETHERLANDS\ne-mail:         nwops-tickets@glasoperator.nl\nphone:          +318000092\nnic-hdl:        GNO5-RIPE\nmnt-by:         nl-jaguar-1-mnt\ncreated:        2016-11-29T08:58:20Z\nlast-modified:  2017-06-13T13:13:17Z\nsource:         RIPE\n\nrole:           Glasoperator - Abuse Contact\naddress:        Waldorpstraat 60\naddress:        2521 CC\naddress:        The Hague\naddress:        NETHERLANDS\ne-mail:         AMS-RIPE-HOSTMASTER@odido.nl\nnic-hdl:        AR38488-RIPE\nabuse-mailbox:  abuse@odido.nl\nmnt-by:         nl-jaguar-1-mnt\ncreated:        2016-11-29T08:58:20Z\nlast-modified:  2024-12-02T12:13:48Z\nsource:         RIPE
AS19682,"TeleFlex Networks, LLC",US,TNL-16,2014-05-02,2014-05-02,arin,"ASHandle:       AS19682\nOrgID:          TNL-16\nASName:         TLFXAS01\nASNumber:       19682\nRegDate:        2014-05-02\nUpdated:        2014-05-02\nSource:         ARIN\n\n\nOrgID:          TNL-16\nOrgName:        TeleFlex Networks, LLC\nCanAllocate:    \nStreet:         4321 W Sam Houston Pkwy N Ste 130\nCity:           Houston\nState/Prov:     TX\nCountry:        US\nPostalCode:     77043\nRegDate:        2014-04-23\nUpdated:        2024-11-25\nOrgAdminHandle: NAA32-ARIN\nOrgTechHandle:  NAT32-ARIN\nOrgAbuseHandle: NOCAB19-ARIN\nOrgNOCHandle:   NOCAR6-ARIN\nSource:         ARIN\n\n\nPOCHandle:      NAT32-ARIN\nIsRole:         Y\nLastName:       NOC - ARIN Tech\nFirstName:      \nStreet:         4321 W Sam Houston Pkwy N Ste 130\nCity:           Houston\nState/Prov:     TX\nCountry:        US\nPostalCode:     77043\nRegDate:        2014-04-11\nUpdated:        2025-06-16\nOfficePhone:    +1-713-231-5005\nMailbox:        arintech@teleflexnetworks.com\nMailbox:        support@teleflexnetworks.com\nSource:         ARIN\n\n\nPOCHandle:      NAA32-ARIN\nIsRole:         Y\nLastName:       NOC - ARIN Admin\nFirstName:      \nStreet:         4321 W Sam Houston Pkwy N Ste 130\nCity:           Houston\nState/Prov:     TX\nCountry:        US\nPostalCode:     77043\nRegDate:        2014-04-11\nUpdated:        2025-06-16\nOfficePhone:    +1-713-231-5005\nMailbox:        arinadmin@teleflexnetworks.com\nSource:         ARIN\n\n\nPOCHandle:      NOCAB19-ARIN\nIsRole:         Y\nLastName:       NOC - Abuse\nFirstName:      \nStreet:         4321 W Sam Houston Pkwy N Ste 130\nCity:           Houston\nState/Prov:     TX\nCountry:        US\nPostalCode:     77043\nRegDate:        2014-04-11\nUpdated:        2025-06-16\nOfficePhone:    +1-713-231-5005\nMailbox:        arinabuse@teleflexnetworks.com\nSource:         ARIN\n\n\nPOCHandle:      NOCAR6-ARIN\nIsRole:         Y\nLastName:       NOC - ARIN\nFirstName:      \nStreet:         4321 W Sam Houston Pkwy N Ste 130\nCity:           Houston\nState/Prov:     TX\nCountry:        US\nPostalCode:     77043\nRegDate:        2014-04-11\nUpdated:        2025-06-16\nOfficePhone:    +1-713-231-5005\nMailbox:        arinnoc@teleflexnetworks.com\nSource:         ARIN\n"
AS270183,"CONECTA Y USA, ASESORES",MX,,2022-10-13,2022-10-13,lacnic,"aut-num:     AS270183\nowner:       CONECTA Y USA, ASESORES\nownerid:     MX-CYUA-LACNIC\nresponsible: JORGE ABRAHAM MENDOZA LOPEZ\naddress:     REGINA, 221, EX HACIENDA SAN FRANCISCO\naddress:     66632 - APODACA - NL\ncountry:     MX\nphone:       +52  8115349081\nowner-c:     JAL111\nrouting-c:   JAL111\nabuse-c:     JAL111\ncreated:     20221013\nchanged:     20221013\n\nnic-hdl:     JAL111\nperson:      JORGE ABRAHAM MENDOZA LOPEZ\ne-mail:      a.mendoza@pnpsolutions.mx\naddress:     REGINA, 221, EX HACIENDA SAN FRANCISCO\naddress:     66632 - APODACA - NL\ncountry:     MX\nphone:       +52  8115349081\ncreated:     20220809\nchanged:     20220809"
AS395049,Proximus Information Technology,CA,TK-28,2016-03-30,2016-03-30,arin,ASHandle:       AS395049\nOrgID:          TK-28\nASName:         PROXIMUS-1\nASNumber:       395049\nRegDate:        2016-03-30\nUpdated:        2016-03-30\nSource:         ARIN\n\n\nOrgID:          TK-28\nOrgName:        Proximus Information Technology\nCanAllocate:    \nStreet:         6792 Dawson ST\nCity:           Vancouver\nState/Prov:     BC\nCountry:        CA\nPostalCode:     v5s-2w3\nRegDate:        2016-03-24\nUpdated:        2016-03-24\nOrgAdminHandle: KIDDT4-ARIN\nOrgTechHandle:  KIDDT4-ARIN\nOrgAbuseHandle: KIDDT4-ARIN\nSource:         ARIN\n\n\nPOCHandle:      KIDDT4-ARIN\nIsRole:         N\nLastName:       Kidd\nFirstName:      Tom\nStreet:         6792 Dawson ST\nCity:           Vancouver\nState/Prov:     BC\nCountry:        CA\nPostalCode:     V5S-2W3\nRegDate:        2016-03-19\nUpdated:        2025-03-01\nOfficePhone:    +1-604-433-9827\nMailbox:        tkidd@proximus.ca\nSource:         ARIN\n
